"","gender","kage","k_read_irt","k_read1","k_read2","k_read3","k_read4","k_print","k_read_tht","k_math_irt","k_math1","k_math2","k_math3","k_math4","k_math_tht","k_gk_irt","k_gk_tht","f_mtr","g_mtr","P1LEARN","P1CONTRO","P1SOCIAL","P1SADLON","P1IMPULS","ars_lit","ars_mth","ars_gk","T1LEARN","T1CONTRO","T1INTERP","T1EXTERN","T1INTERN","height","weight","bmi","hisp","na_amer","asian","black","pac_isl","white","m_race","ses_c","ses_cat","poor","income","g8_read","g8_read_tht","g8_math","g8_math_tht","g8_sci","g8_sci_tht"
"3246",0,67,28.34,0.342,0.024,0.007,0,0,-1.518,18.74,0.918,0.15,0.004,0,-1.482,10.118,-1.355,4,4,2.17,3.8,2,1,1,1.9,1.86,2,3,3.75,3.2,1,1.75,44.25,61,21.9,2,2,2,1,1,2,2,-1.56,1,1,475,161.91,1.151,121.86,1.058,70.94,0.228
"3247",0,63.13,31.83,0.688,0.087,0.024,0,0,-1.238,22.96,0.985,0.477,0.028,0.001,-1.123,11.201,-1.221,6,8,3.5,3.6,3.33,2,4,2.48,2.67,1.99,3,2.5,2.6,1.8,1.25,44.75,43,15.27,2,2,2,2,2,1,2,0.74,5,2,65000,160.13,1.13,155.11,1.666,91.14,1.182
"3248",0,74.1,43.07,0.992,0.804,0.452,0.02,2,-0.498,28.14,0.997,0.823,0.175,0.005,-0.774,26.22,-0.009,6,7,3.17,1.8,3.67,1.25,3,4.04,4.26,3.92,3.83,4,3.6,1,1,46,49.5,16.45,2,2,2,2,2,1,2,-0.4,2,2,2e+05,180.76,1.389,119.84,1.029,64.27,-0.027
"3249",0,64.37,31.36,0.643,0.074,0.02,0,2,-1.27,27.67,0.997,0.803,0.152,0.004,-0.803,26.321,-0.003,5,6,4,2.8,3.67,1.25,1.5,2.96,2.45,2.46,3.5,3.5,3,1.8,1.5,45.5,49.75,16.81,2,2,2,2,2,1,2,0.33,4,1,15000,179.46,1.369,119.6,1.023,76.76,0.474
"3250",0,63.63,34.17,0.844,0.182,0.051,0.001,1,-1.072,29.31,0.998,0.866,0.238,0.007,-0.699,24.237,-0.138,4,8,2.5,3,3.33,1.75,2,3.35,3.88,4.4,3.33,3,3.2,1.6,2.25,43.5,51,18.89,1,2,2,2,2,2,2,0.53,4,2,60000,171.13,1.257,147.96,1.51,85.37,0.873
"3251",-1,67.6,40.31,0.98,0.639,0.275,0.007,1,-0.652,36.9,1,0.975,0.735,0.061,-0.291,24.834,-0.102,9,6,3.5,3,3,1.25,1.5,2.38,1.99,1.54,3.5,3.67,3.6,1.6,1,45.25,51.5,17.86,2,2,2,2,2,1,2,-0.07,3,2,75000,181.19,1.394,167.71,2.092,98.32,1.673
"3252",0,70.4,24.24,0.047,0.003,0.001,0,0,-1.93,19.32,0.935,0.184,0.005,0,-1.428,11.492,-1.195,1,6,2.5,3.2,3,1.25,1.5,1.02,1.99,2,2.2,2.75,2.2,2.2,1.75,42,41.75,16.74,2,2,2,2,2,1,2,-1.08,1,1,6000,151.34,1.043,108.9,0.868,67.99,0.111
"3253",0,69.53,43.94,0.994,0.841,0.515,0.028,3,-0.433,35.66,1,0.967,0.663,0.044,-0.393,31.485,0.333,8,8,3.5,3,4,1.25,1.5,3.71,3.87,3.92,3,2.75,2.75,1.8,1,46,48.5,16.11,2,2,2,2,2,1,2,-0.35,2,1,15000,198.91,1.766,167.09,2.06,97.4,1.597
"3254",-1,66.47,36.77,0.935,0.355,0.112,0.002,2,-0.891,28.5,0.998,0.838,0.191,0.006,-0.746,22.311,-0.27,4,6,2.83,2.4,3,1.5,3.5,3.46,3.75,4.33,3.5,2.5,2.8,3.6,1.5,45,45.5,15.8,1,2,2,1,2,2,2,-0.01,3,1,15000,204.57,2.018,168.21,2.13,105.48,2.463
"3255",-1,69.7,28.94,0.403,0.031,0.009,0,3,-1.48,17.07,0.831,0.076,0.002,0,-1.649,30.83,0.292,9,5,3.5,3,4,1.25,2,2.96,2.67,2.95,3.33,3.5,3.5,1,2,43.88,44,16.07,2,2,2,2,2,1,2,0.28,4,2,50000,166.87,1.207,126.04,1.126,81.56,0.693
"3256",-1,67.2,36.54,0.929,0.336,0.105,0.002,3,-0.907,34.9,1,0.962,0.62,0.036,-0.418,22.426,-0.262,8,8,3,2.8,3,1.25,1.5,2.38,2.67,2.95,2,2,1.8,2.4,1,44,46.5,16.89,2,2,2,2,2,1,2,0.33,4,2,50000,175.78,1.317,144.18,1.439,93.35,1.316
"3257",0,63.33,35.53,0.9,0.264,0.078,0.001,3,-1.024,28.62,0.998,0.842,0.198,0.006,-0.741,25.411,-0.058,4,6,3.67,2.4,3,2,1.5,2.77,2.56,3.23,2.83,3,2.8,1.4,1,45.13,40.5,14.23,2,2,2,2,2,1,2,0.03,3,2,60000,197.51,1.724,150.18,1.557,93.45,1.318
"3258",0,62.17,28.94,0.403,0.031,0.009,0,1,-1.48,14.13,0.479,0.016,0,0,-1.97,14.11,-0.916,5,3,3.5,3.4,2.33,1.25,1.5,1.02,1,1.02,1.8,3.25,3,1.6,2.5,45.5,46,15.62,2,2,2,2,2,1,2,-0.14,3,2,35000,120.11,0.745,105.88,0.826,49.79,-0.596
"3259",-1,71.13,32.3,0.726,0.102,0.028,0,3,-1.209,26.69,0.996,0.756,0.113,0.003,-0.858,32.084,0.375,7,5,3.5,2.6,3.33,2.25,2,2.77,2.45,3.23,2.67,3.25,3.6,1.6,1.25,49.5,80,22.23,2,2,2,2,2,1,2,-0.16,3,2,50000,171.96,1.269,146.69,1.487,86.67,0.937
"3260",-1,67.5,25.95,0.135,0.008,0.002,0,1,-1.737,17.79,0.877,0.102,0.002,0,-1.576,11.384,-1.211,6,7,2.83,2.6,3,1.25,2.5,2.16,1.86,2.26,1.67,2.5,3,2.4,3,44,42.5,15.42,1,2,2,2,2,2,2,0.25,4,2,53000,128.46,0.821,123.8,1.093,66.28,0.048
"3261",0,67.33,32.99,0.774,0.127,0.035,0,3,-1.158,21.47,0.973,0.347,0.015,0,-1.244,29.656,0.217,8,7,2.83,2,2.33,2,1,2.16,2.28,2.67,2.83,3.25,3,1,1.5,44,37,13.26,2,2,2,2,2,1,2,0.6,4,2,75000,200.68,1.829,131.26,1.213,91.72,1.216
"3262",0,65.6,26.24,0.156,0.009,0.003,0,0,-1.706,16.63,0.796,0.061,0.001,0,-1.694,12.986,-1.024,4,7,2.67,2,3,1,2,2.86,1.55,1.75,4,4,3.75,1,1,42.25,41.75,16.54,1,2,2,2,2,1,2,-1.01,1,2,30000,104.22,0.594,101.68,0.765,48.27,-0.637
"3263",0,71.1,36.57,0.93,0.341,0.106,0.002,2,-0.908,17.45,0.857,0.09,0.002,0,-1.609,16.2,-0.73,6,8,2.67,3.6,4,2,1.5,2.67,2.11,2.67,3.5,3.25,2.8,1.6,1,49.5,99.25,26.51,2,1,2,1,2,2,2,-0.93,1,1,10000,168.82,1.23,149.99,1.552,101.22,1.929
"3264",0,69.07,34.83,0.873,0.219,0.063,0.001,0,-1.029,21.71,0.975,0.368,0.016,0,-1.223,13.878,-0.936,6,8,3.5,2.8,4,1.5,1.5,1.05,1.55,1.31,3,4,4,1,1.33,45.25,48,16.48,1,2,2,2,2,1,2,-0.42,2,2,40000,183.02,1.422,148.69,1.527,91.95,1.23
"3265",-1,73.97,63.89,1,0.996,0.972,0.73,3,0.282,25.8,0.994,0.701,0.085,0.002,-0.922,33.521,0.469,3,3,2.67,2.8,3.67,1.5,1.5,3.15,3.33,4.19,2.5,2.33,2.5,2.6,1.25,43,42,15.88,2,2,1,2,2,2,2,1.12,5,2,40000,202.57,1.91,142.61,1.408,91.13,1.182
"3266",-1,72.83,29,0.406,0.031,0.009,0,3,-1.469,28.6,0.998,0.842,0.198,0.006,-0.74,27.435,0.07,6,3,3.67,2.8,3.33,1.5,1.5,2.21,2.79,2.26,2.83,3.25,3,1.6,1.75,43,42.5,16.16,2,2,2,2,2,1,2,0.82,5,2,85000,193.57,1.619,160.47,1.807,97.86,1.63
"3267",-1,75.33,24.18,0.043,0.003,0.001,0,0,-1.941,15.6,0.696,0.038,0.001,0,-1.803,14.909,-0.843,9,3,2.33,3,3,1.25,1.5,1.02,1.55,1.75,3,3.67,3.25,1,1,44.5,43,15.35,1,2,2,2,2,1,2,-1.27,1,1,10000,106.85,0.609,80.28,0.485,42.08,-0.911
"3268",0,63.6,59.6,1,0.991,0.947,0.544,3,0.17,37.58,1,0.978,0.771,0.071,-0.245,36.151,0.643,6,8,3.67,2.6,3.67,1.25,1.5,2.38,1.72,2.31,3,3,3,1,1.25,45.75,50.75,17.05,2,2,2,2,2,1,2,1.36,5,2,320000,206,2.115,165.16,1.972,100.82,1.885
"3269",-1,79,45.05,0.996,0.875,0.582,0.039,2,-0.388,22.97,0.985,0.476,0.028,0.001,-1.125,20.622,-0.39,2,2,3,3.4,3.67,1.5,1,4.04,3.37,3.65,3.5,3,3,1.4,1.25,47.5,58.78,18.17,2,2,2,1,2,2,2,0.54,4,1,10000,193.53,1.62,166.78,2.047,87.39,0.975
"3270",0,74.7,29.38,0.448,0.036,0.01,0,2,-1.451,19.17,0.931,0.174,0.005,0,-1.448,20.028,-0.432,6,6,4,2.4,3.33,1.5,3,2.42,3.56,3.65,3.33,3,3,1,1.5,47.75,49.5,15.11,2,2,2,2,2,1,2,1.01,5,2,1e+05,177.14,1.338,153.44,1.628,72.7,0.303
"3271",0,68.87,40.9,0.984,0.681,0.312,0.009,3,-0.616,29.44,0.998,0.871,0.245,0.008,-0.694,26.612,0.02,6,8,3.5,3,4,1.75,2.5,3.35,2.9,3.92,3.83,3.5,3.2,1.2,1,43.5,44.25,16.53,1,2,2,2,2,2,2,-0.09,3,2,60000,190.52,1.554,152.92,1.617,80.84,0.653
"3272",-1,64.07,30.62,0.573,0.057,0.016,0,2,-1.332,22.09,0.979,0.398,0.019,0,-1.197,25.579,-0.051,7,6,3.5,3,3.33,1,1.5,2.16,2.11,2.26,3.17,3.75,3.2,1.2,1,46.25,43.5,13.98,2,2,2,2,2,1,2,0.56,4,2,160000,186.52,1.478,163.74,1.913,103.88,2.236
"3273",-1,65.33,40.79,0.983,0.674,0.305,0.009,3,-0.626,46.76,1,0.996,0.968,0.391,0.111,22.563,-0.252,9,6,3.5,3.2,3,1.25,1.5,2.96,2.39,2.26,3.5,3,3,1.5,1.5,46,51,16.95,2,2,2,1,2,2,2,1.24,5,2,70000,201.69,1.87,169.77,2.24,107.9,2.996
"3274",-1,64.67,31.53,0.657,0.08,0.022,0,1,-1.254,21.32,0.971,0.335,0.014,0,-1.257,14.488,-0.873,6,5,3.33,3,4,2.75,3,3.36,3.66,4.92,3.83,3.25,3.8,2,1,43.5,41.5,15.42,2,2,2,2,2,1,2,0.8,5,1,11000,164.09,1.176,150.6,1.566,86.54,0.933
"3275",0,73.97,42.29,0.99,0.767,0.403,0.016,2,-0.544,26.03,0.995,0.716,0.091,0.002,-0.904,22.402,-0.265,7,8,3,3.6,4,1.25,1,2.58,2.29,2,3.5,3.5,3.4,1.4,2.75,42.19,40,15.66,1,2,2,2,2,2,2,-0.1,3,2,30000,170.76,1.255,119.6,1.022,73.77,0.348
"3276",0,69.73,37.07,0.941,0.378,0.121,0.002,2,-0.873,17.45,0.857,0.09,0.002,0,-1.61,12.185,-1.102,6,8,3.67,2.2,3.33,1.25,2,1.93,1.9,2,2.17,3,2.2,2.4,1.5,48,62.25,19.38,2,2,2,2,2,1,2,-0.14,3,2,21000,146.23,0.99,73.32,0.394,74.04,0.358
"3277",-1,70.83,33.84,0.826,0.165,0.046,0.001,0,-1.098,27.61,0.997,0.801,0.15,0.004,-0.797,14.418,-0.885,7,6,3.17,2.8,4,1.25,1,2.42,2.23,1.31,2.5,3,2.4,2.4,1.25,53.75,66.25,18.54,1,2,2,2,2,1,2,-0.46,2,2,15000,145.01,0.977,123.49,1.086,48.66,-0.635
"3278",-1,75.5,33.56,0.81,0.153,0.042,0,3,-1.119,22.03,0.978,0.395,0.019,0,-1.199,21.563,-0.322,8,7,2.67,2.8,4,1.5,2,2.77,3.12,3.65,2.67,3,2.4,1.4,1,47.25,56.5,17.79,2,2,2,2,2,1,2,-0.62,2,1,12000,196.75,1.702,146.88,1.491,90.27,1.129
"3279",0,73.07,36.98,0.939,0.372,0.119,0.002,3,-0.879,34.87,1,0.961,0.617,0.036,-0.368,27.154,0.052,8,8,3.67,3,4,1.25,2,3.05,3.12,2.95,4,4,4,1,1,45.5,47.5,16.17,2,2,2,2,2,1,2,0.97,5,2,117000,178.7,1.356,158.33,1.747,82.94,0.754
"3280",0,71.93,45.42,0.996,0.887,0.603,0.043,1,-0.35,30.27,0.999,0.893,0.298,0.01,-0.645,30.148,0.244,8,8,2.67,3.2,3.33,2,2.5,2.77,3.44,3.44,3.83,4,4,1,1,45.25,57.5,19.7,2,2,2,2,2,1,2,-0.52,2,2,23000,160.94,1.139,143.4,1.425,80.21,0.627
"3281",0,68.97,64.97,1,0.995,0.977,0.725,3,0.333,31.23,0.999,0.914,0.362,0.013,-0.577,29.353,0.195,5,7,3.33,2.4,3.67,2,1.5,3.85,3.66,4.6,3.83,3.75,3.8,1.4,1,42.63,40,15.38,2,2,1,2,2,2,2,1.67,5,2,120000,201.04,1.845,165.05,1.967,102.35,2.051
"3282",-1,71.67,36.62,0.931,0.343,0.108,0.002,3,-0.9,31.07,0.999,0.911,0.352,0.013,-0.606,21.394,-0.333,9,6,4,3.8,4,1.75,1,2.86,3.23,3.65,3.67,2,1.6,2.8,1.75,44,49,17.7,1,2,2,1,2,2,2,-0.77,1,1,12000,154.43,1.07,136.6,1.303,89.96,1.114
"3283",-1,76.27,29.14,0.422,0.032,0.009,0,2,-1.469,21.74,0.976,0.371,0.017,0,-1.222,32.218,0.385,8,6,3.33,3,3,2.5,2,2.8,3.31,2.67,2.67,3,2.8,1.2,2,47,53.25,16.53,2,2,2,1,2,2,2,-0.68,1,1,13000,173.2,1.285,153.8,1.636,105.4,2.457
"3284",-1,73.87,99.55,1,1,0.999,0.993,3,0.94,86.33,1,1,1,0.995,0.881,35.739,0.618,8,8,3.5,3.2,4,1.75,2,4.32,3.82,3.65,4,4,4,1,1.25,46.25,50.75,16.59,2,2,2,2,2,1,2,-0.52,2,2,30000,198.64,1.759,163.53,1.907,99.22,1.746
"3285",-1,65.13,31.58,0.663,0.079,0.022,0,1,-1.292,20.7,0.963,0.281,0.01,0,-1.308,14.126,-0.907,8,6,3.17,2.4,3.33,1.25,1,2.58,1.72,2.06,2.33,3,1.6,1.2,1.25,43.25,46.25,17.18,1,2,1,2,2,2,2,0.23,4,2,45000,185.82,1.467,164.08,1.928,76.86,0.48
"3286",-1,74.7,39.06,0.97,0.54,0.208,0.005,1,-0.698,25.54,0.994,0.684,0.077,0.002,-0.936,41.619,1.026,4,6,3.17,3.6,3.67,1.5,1,2.77,3.02,3.23,4,3.75,3.8,1.4,1.75,44,42.5,15.43,2,2,2,2,2,1,2,0.16,4,2,29000,97.34,0.51,94.81,0.676,38.45,-1.035
"3287",0,67.9,26.34,0.162,0.01,0.003,0,2,-1.695,23.26,0.986,0.503,0.032,0.001,-1.102,15.113,-0.823,5,8,3.17,3,4,1.25,3,2.16,1.99,2,3,3.67,3.8,1,1,45,44.5,15.36,2,2,2,2,2,1,2,-0.26,3,2,80000,98.37,0.528,147.37,1.5,63.29,-0.071
"3288",-1,69.7,28.94,0.403,0.031,0.009,0,3,-1.482,22.23,0.98,0.411,0.021,0.001,-1.185,25.575,-0.05,8,7,3.5,1.6,3.67,1.25,3,2.42,2.23,2.67,3,3.33,3,1.2,1.5,44.13,47,16.97,2,2,2,2,2,1,2,-0.17,3,2,60000,174.59,1.302,146.49,1.481,96.97,1.563
"3289",0,66.8,34.22,0.845,0.185,0.052,0.001,2,-1.072,21.97,0.978,0.39,0.018,0,-1.204,21.155,-0.35,7,6,3.5,3.4,3.67,1,1,3.53,3.82,3.92,3.33,4,3.6,1.2,1,42.75,42,16.06,2,2,2,2,2,1,2,-0.06,3,2,28000,181.41,1.396,154.89,1.661,84.74,0.839
"3290",-1,58.93,24.4,0.053,0.003,0.001,0,2,-1.92,13.03,0.271,0.007,0,0,-2.158,14.003,-0.927,2,3,2,3.2,2.33,1.25,2,2,1.99,2.46,2.5,2.25,2,2.4,1.75,40.05,40.5,17.36,2,1,1,2,1,2,2,-0.2,3,2,45000,137.23,0.901,110.12,0.885,73.79,0.349
"3291",0,71.03,25.32,0.096,0.006,0.002,0,2,-1.81,19.87,0.948,0.218,0.007,0,-1.384,15.054,-0.826,6,8,3.33,1.8,2.67,2.5,3,1.9,2.23,2,3.67,4,4,1,1,42.5,47.5,18.93,1,1,2,2,2,2,2,-1.11,1,1,0,146.39,0.991,119.11,1.017,60.1,-0.187
"3292",-1,72.27,31.33,0.638,0.072,0.02,0,1,-1.274,23.25,0.986,0.498,0.032,0.001,-1.099,12.859,-1.037,3,6,2.83,3.8,4,1.25,2,1.44,1.55,1.31,2.5,3,2.4,2,1.25,44.55,39,14.02,2,2,2,2,2,1,2,0.09,4,2,20000,94.89,0.48,71.45,0.304,52.59,-0.48
"3293",0,71.37,26.4,0.168,0.01,0.003,0,2,-1.687,15.48,0.68,0.034,0.001,0,-1.816,15.849,-0.755,5,6,3,3.2,3.67,1.25,2,1.72,2.11,2,2.5,3,3,2.6,2.5,46,53,17.44,2,2,2,2,2,1,2,0.31,4,2,60000,110.41,0.659,86.7,0.575,77.62,0.51
"3294",-1,62.63,33.3,0.793,0.139,0.039,0,0,-1.136,25.07,0.993,0.651,0.065,0.002,-0.969,19.66,-0.459,7,5,2.83,2.2,2.67,1.5,1.5,2.34,2.08,2.26,2.5,1.75,2,4,2.25,46.13,45,14.79,2,2,2,2,1,1,2,-0.64,2,2,22000,168.72,1.229,129.7,1.186,82.49,0.732
"3295",-1,66.47,37.9,0.956,0.446,0.153,0.003,1,-0.812,26.49,0.995,0.745,0.106,0.003,-0.873,38.254,0.799,4,8,3.83,3.2,3.67,1.25,2,2.67,2.44,2.67,3.67,3.5,3.6,1,1,42.45,40,15.57,2,2,2,2,2,1,2,1.26,5,2,145000,190.86,1.561,149.44,1.54,88.12,1.014
"3296",-1,77.8,40.96,0.984,0.685,0.315,0.01,3,-0.611,32.49,0.999,0.935,0.453,0.019,-0.536,29.224,0.187,8,5,3.83,3.4,3.67,1.5,2,2.38,2.34,2.06,3.33,3,2.8,2.4,3.25,45.75,41,13.92,2,2,2,2,2,1,2,0.83,5,1,10000,196.06,1.684,158.18,1.743,94.4,1.383
"3297",0,64.43,31.13,0.625,0.069,0.019,0,3,-1.329,25.6,0.994,0.688,0.078,0.002,-0.932,21.89,-0.3,8,2,2.67,2,4,2.25,1.5,2.28,2.11,2.46,2.17,3.25,3.6,1,1.5,42.63,45.25,17.71,2,2,2,2,2,1,2,0.99,5,2,1e+05,183.66,1.432,147.02,1.492,79.69,0.602
"3298",-1,71.9,28.34,0.342,0.024,0.007,0,0,-1.486,13.14,0.269,0.009,0,0,-2.162,13.871,-0.937,7,7,3,2.4,3,1.5,2.5,2.54,3.06,3.65,2,2,2,2,2,49.2,41,12.25,2,1,2,2,2,2,2,-1.01,1,2,25000,154.63,1.075,112.85,0.924,68.75,0.142
"3299",-1,69.33,33.94,0.83,0.17,0.048,0.001,1,-1.091,24.68,0.992,0.623,0.056,0.001,-0.998,20.706,-0.384,4,6,2.67,2.4,2.67,1.25,2,2.48,2.15,1.75,3.67,3.5,3.2,1,1,45.5,45,15.28,2,2,2,2,2,1,2,-0.96,1,2,20000,198.76,1.762,162.3,1.864,105.12,2.412
"3300",0,70.9,35.09,0.884,0.234,0.068,0.001,0,-1.007,27.44,0.997,0.794,0.143,0.004,-0.816,14.418,-0.882,6,5,2.33,2.8,3,1.75,2,2.16,1.99,2.46,3.5,3.75,4,1,1.5,45,42.5,14.76,2,2,2,2,2,1,2,-0.14,3,2,59000,154.78,1.074,145.21,1.458,71.67,0.269
"3301",-1,73,34.48,0.86,0.197,0.056,0.001,3,-1.05,23.73,0.988,0.545,0.039,0.001,-1.063,20.853,-0.373,6,8,3.17,2.8,3,1.25,1,3.05,1.99,1.75,2.6,3.5,3,1,1.75,44.5,52.75,18.96,2,2,1,2,2,2,2,-0.33,2,2,40000,193.4,1.616,127.74,1.157,94.36,1.381
"3302",-1,72.17,99.62,1,1,0.999,0.988,3,0.985,56.31,1,0.999,0.994,0.787,0.45,34.967,0.57,7,7,2.67,2.2,3.33,1.25,1.5,3.79,4.66,4.92,4,4,4,1,1,47.88,49.5,15.26,2,2,2,2,2,1,2,0.87,5,2,34000,172.66,1.278,166.92,2.053,98.72,1.699
"3303",0,75.47,30.27,0.537,0.051,0.014,0,2,-1.402,30.9,0.999,0.906,0.34,0.012,-0.562,17.808,-0.6,8,6,3.5,2.8,3.33,1.75,2.5,2.86,2.67,3.92,3.33,3.25,3.2,1.5,1,47.25,50.25,15.99,2,2,2,2,2,1,2,-0.38,2,1,10000,168.36,1.226,149.93,1.553,85.77,0.892
"3304",-1,64.93,35.7,0.905,0.275,0.082,0.001,3,-0.967,28.3,0.997,0.83,0.182,0.005,-0.76,29.449,0.203,7,4,4,2.8,4,1.75,2.5,1.44,1.55,2.06,1.67,3.5,2.8,2,2.5,46.13,48,15.94,2,2,2,2,2,1,2,0.06,3,2,40000,199.86,1.801,165.62,1.992,100.38,1.847
"3305",0,73.13,51.22,0.999,0.966,0.838,0.182,3,-0.111,41.46,1,0.99,0.897,0.164,-0.105,27.967,0.108,9,8,3,3,3,2,2,3.85,3.56,3.98,3.83,3.5,2.8,1.6,1.75,47.38,59.5,18.85,1,2,2,2,2,2,2,1.25,5,2,135000,196.17,1.686,159.24,1.773,88.87,1.056
"3306",-1,67.53,43.81,0.994,0.834,0.503,0.026,1,-0.411,26.05,0.995,0.718,0.091,0.002,-0.902,21.231,-0.343,5,7,2.83,2.6,2.33,1.5,2,2.67,2.56,2.65,3.17,2.75,2.6,2,1,45.5,42.5,14.68,1,2,2,2,2,2,2,-1.25,1,2,43000,186.47,1.478,145.51,1.464,84.29,0.819
"3307",0,64.33,27.31,0.243,0.016,0.005,0,2,-1.61,19.07,0.927,0.167,0.005,0,-1.452,27.421,0.07,7,8,3.5,2.2,3.33,1.25,1.5,2.28,2.16,2,3.17,3.75,3.2,1.4,1.25,44.13,43,15.53,2,2,2,2,2,1,2,0.27,4,2,40000,164.17,1.176,104.05,0.804,73.25,0.326
"3308",-1,63.37,37.52,0.949,0.416,0.138,0.002,2,-0.843,39.04,1,0.984,0.828,0.097,-0.228,30.071,0.241,5,1,3.33,2.8,3.67,1.5,2,3.02,3.12,3.23,2.83,3,3.2,1.6,1.25,41,37.5,15.7,2,2,2,2,2,1,2,-0.17,3,2,50000,194.64,1.645,166.76,2.043,102.81,2.106
"3309",0,70.27,41.4,0.986,0.716,0.345,0.011,2,-0.588,29.41,0.998,0.869,0.243,0.008,-0.694,19.71,-0.457,9,4,3.17,3,4,1.25,1.5,2.58,2.77,1.69,3.5,3.5,3,1.4,1,46.75,49.5,15.92,1,2,2,2,2,2,2,-0.22,3,2,60000,186.7,1.481,147.63,1.506,97,1.567
"3310",0,70.57,37.89,0.955,0.446,0.153,0.003,2,-0.814,27.19,0.996,0.782,0.132,0.004,-0.827,22.622,-0.249,8,8,3.83,3.2,3,1.25,1.5,2.86,1.99,2.67,2.83,3,3,1.6,1.25,44,39,14.07,1,2,2,2,2,1,2,-0.87,1,1,15000,157.19,1.1,126.39,1.133,90.8,1.163
"3311",0,63.5,42.13,0.989,0.754,0.392,0.014,2,-0.546,23.49,0.987,0.521,0.035,0.001,-1.086,22.486,-0.256,5,6,2.5,2.8,2.67,2.75,2,3.46,3.88,3.92,4,3.75,3.8,1,1,43,41,15.59,2,2,2,2,2,1,2,-0.11,3,2,80000,123.85,0.776,133.57,1.249,77.26,0.496
"3312",0,60.17,28.95,0.403,0.031,0.009,0,0,-1.489,17.28,0.844,0.084,0.002,0,-1.622,22.463,-0.261,3,4,3,3,2.67,2,1,2.28,1.73,2.26,2.67,4,3,1,1.5,43,39.5,15.02,2,2,2,2,2,1,2,0.69,5,2,55000,197.3,1.719,166.06,2.011,101.28,1.938
"3313",0,62.17,28.94,0.401,0.031,0.009,0,1,-1.482,14.28,0.518,0.018,0,0,-1.966,12.076,-1.121,8,8,3.5,3.6,4,1.25,1,1.02,1,1.31,2.5,3,2,1.6,2,46.13,46.5,15.45,2,2,2,1,2,2,2,-0.44,2,2,59000,119.81,0.737,131.01,1.207,66.78,0.063
"3314",-1,64.7,36.73,0.934,0.353,0.112,0.002,3,-0.89,37.88,1,0.98,0.781,0.075,-0.248,20.865,-0.372,7,8,3.17,2.4,3.33,1.25,2.5,2.58,2.67,2.46,2.17,3.25,2.8,2,2,44.88,77.5,25.13,2,2,2,2,2,1,2,-1.04,1,1,12000,200.91,1.842,158.55,1.753,103.56,2.193
"3315",0,64.63,30.59,0.566,0.057,0.016,0,2,-1.366,21.24,0.97,0.327,0.013,0,-1.264,28.234,0.123,8,7,3.5,3.2,3.33,1.25,1.5,2.58,2.9,2.95,2.83,2.25,2.4,1.8,1.25,46.25,50.25,16.6,2,2,2,2,2,1,2,0.43,4,2,30000,194.06,1.63,162.84,1.885,99.14,1.737
"3316",0,68.6,33.55,0.811,0.151,0.042,0,2,-1.12,31.68,0.999,0.922,0.397,0.015,-0.575,30.631,0.279,3,7,3.83,3.6,4,2,1,2.58,3.31,2.95,3.17,2.75,2.2,1.8,1.25,44,41.5,15.16,2,2,2,2,2,1,2,0.39,4,2,50000,178.62,1.356,154.82,1.659,91.96,1.231
"3317",-1,69.9,43.56,0.993,0.826,0.489,0.024,3,-0.464,32.33,0.999,0.933,0.442,0.018,-0.552,29.683,0.216,7,8,3.33,2.4,3.33,1.25,2,3.46,3.77,4.19,3.83,3.25,3.4,2,2,47,51,16.23,2,2,2,2,2,1,2,-0.13,3,2,70000,193.68,1.624,141.92,1.397,89.2,1.069
"3318",0,66.07,31.95,0.696,0.091,0.025,0,1,-1.233,17,0.824,0.075,0.001,0,-1.649,16.226,-0.726,5,8,3.33,3,4,1,2,1.9,1.99,1.31,1.83,2,1.8,3,4,45.25,50.5,17.17,2,2,2,2,2,1,2,-0.21,3,2,30000,168.53,1.228,147.14,1.496,72.05,0.278
"3319",0,63.5,30.46,0.559,0.054,0.015,0,3,-1.375,22.48,0.982,0.438,0.023,0.001,-1.157,25.449,-0.058,5,6,2.5,3.6,3.33,1.5,1.5,2.96,2.44,2.95,3.5,3.25,4,1.4,1.25,41.75,39.75,15.94,2,2,2,2,2,1,2,1.46,5,2,45000,176.57,1.329,147.13,1.496,80.67,0.647
"3320",0,68.7,27.21,0.235,0.015,0.004,0,3,-1.615,12.22,0.145,0.003,0,0,-2.356,18.043,-0.578,6,8,3.33,2.2,3,2,1,1.02,1.33,1.02,2.17,2.25,2.25,1.8,1,48,78,24.26,2,2,2,2,2,1,2,-0.41,2,2,80000,174.33,1.301,146.63,1.487,78.89,0.567
"3321",0,63.93,34.43,0.856,0.196,0.055,0.001,3,-1.057,25.2,0.993,0.663,0.068,0.002,-0.959,21.143,-0.351,9,7,3.5,2.4,3.67,1.75,1,2.48,1.86,1.75,3.67,3.25,3,1,1,43.5,42.75,15.79,1,2,2,2,2,2,2,-0.66,1,1,15000,183.16,1.423,126.07,1.128,68.9,0.148
"3322",0,76.23,49.5,0.999,0.954,0.785,0.134,3,-0.17,37.53,1,0.978,0.765,0.069,-0.29,30.313,0.256,8,6,3.67,3.4,3.67,1.25,1,3.58,2.79,2.95,3.67,3.75,3.2,1,1,46,54,17.78,2,2,2,2,2,1,2,0.12,4,2,45000,195.86,1.676,155.14,1.667,95.67,1.472
